dt, x, y
489000, 2.6563e+06, 4.498e+09, 
490000, 2.66173e+06, 4.498e+09, 
491000, 2.66716e+06, 4.498e+09, 
492000, 2.6726e+06, 4.498e+09, 
493000, 2.67803e+06, 4.498e+09, 
494000, 2.68346e+06, 4.498e+09, 
495000, 2.68889e+06, 4.498e+09, 
496000, 2.69432e+06, 4.498e+09, 
497000, 2.69976e+06, 4.498e+09, 
498000, 2.70519e+06, 4.498e+09, 
499000, 2.71062e+06, 4.498e+09, 
500000, 2.71605e+06, 4.498e+09, 
501000, 2.72148e+06, 4.498e+09, 
502000, 2.72692e+06, 4.498e+09, 
503000, 2.73235e+06, 4.498e+09, 
504000, 2.73778e+06, 4.498e+09, 
505000, 2.74321e+06, 4.498e+09, 
506000, 2.74865e+06, 4.498e+09, 
507000, 2.75408e+06, 4.498e+09, 
508000, 2.75951e+06, 4.498e+09, 
509000, 2.76494e+06, 4.498e+09, 
510000, 2.77037e+06, 4.498e+09, 
511000, 2.77581e+06, 4.498e+09, 
512000, 2.78124e+06, 4.498e+09, 
513000, 2.78667e+06, 4.498e+09, 
514000, 2.7921e+06, 4.498e+09, 
515000, 2.79753e+06, 4.498e+09, 
516000, 2.80297e+06, 4.498e+09, 
517000, 2.8084e+06, 4.498e+09, 
518000, 2.81383e+06, 4.498e+09, 
519000, 2.81926e+06, 4.498e+09, 
520000, 2.82469e+06, 4.498e+09, 
521000, 2.83013e+06, 4.498e+09, 
522000, 2.83556e+06, 4.498e+09, 
523000, 2.84099e+06, 4.498e+09, 
524000, 2.84642e+06, 4.498e+09, 
525000, 2.85186e+06, 4.498e+09, 
526000, 2.85729e+06, 4.498e+09, 
527000, 2.86272e+06, 4.498e+09, 
528000, 2.86815e+06, 4.498e+09, 
529000, 2.87358e+06, 4.498e+09, 
530000, 2.87902e+06, 4.498e+09, 
531000, 2.88445e+06, 4.498e+09, 
532000, 2.88988e+06, 4.498e+09, 
533000, 2.89531e+06, 4.498e+09, 
534000, 2.90074e+06, 4.498e+09, 
535000, 2.90618e+06, 4.498e+09, 
536000, 2.91161e+06, 4.498e+09, 
537000, 2.91704e+06, 4.498e+09, 
538000, 2.92247e+06, 4.498e+09, 
539000, 2.9279e+06, 4.498e+09, 
540000, 2.93334e+06, 4.498e+09, 
541000, 2.93877e+06, 4.498e+09, 
542000, 2.9442e+06, 4.498e+09, 
543000, 2.94963e+06, 4.498e+09, 
544000, 2.95507e+06, 4.498e+09, 
545000, 2.9605e+06, 4.498e+09, 
546000, 2.96593e+06, 4.498e+09, 
547000, 2.97136e+06, 4.498e+09, 
548000, 2.97679e+06, 4.498e+09, 
549000, 2.98223e+06, 4.498e+09, 
550000, 2.98766e+06, 4.498e+09, 
551000, 2.99309e+06, 4.498e+09, 
552000, 2.99852e+06, 4.498e+09, 
553000, 3.00395e+06, 4.498e+09, 
554000, 3.00939e+06, 4.498e+09, 
555000, 3.01482e+06, 4.498e+09, 
556000, 3.02025e+06, 4.498e+09, 
557000, 3.02568e+06, 4.498e+09, 
558000, 3.03111e+06, 4.498e+09, 
559000, 3.03655e+06, 4.498e+09, 
560000, 3.04198e+06, 4.498e+09, 
561000, 3.04741e+06, 4.498e+09, 
562000, 3.05284e+06, 4.498e+09, 
563000, 3.05828e+06, 4.498e+09, 
564000, 3.06371e+06, 4.498e+09, 
565000, 3.06914e+06, 4.498e+09, 
566000, 3.07457e+06, 4.498e+09, 
567000, 3.08e+06, 4.498e+09, 
568000, 3.08544e+06, 4.498e+09, 
569000, 3.09087e+06, 4.498e+09, 
570000, 3.0963e+06, 4.498e+09, 
571000, 3.10173e+06, 4.498e+09, 
572000, 3.10716e+06, 4.498e+09, 
573000, 3.1126e+06, 4.498e+09, 
574000, 3.11803e+06, 4.498e+09, 
575000, 3.12346e+06, 4.498e+09, 
576000, 3.12889e+06, 4.498e+09, 
577000, 3.13432e+06, 4.498e+09, 
578000, 3.13976e+06, 4.498e+09, 
579000, 3.14519e+06, 4.498e+09, 
580000, 3.15062e+06, 4.498e+09, 
581000, 3.15605e+06, 4.498e+09, 
582000, 3.16149e+06, 4.498e+09, 
583000, 3.16692e+06, 4.498e+09, 
584000, 3.17235e+06, 4.498e+09, 
585000, 3.17778e+06, 4.498e+09, 
586000, 3.18321e+06, 4.498e+09, 
587000, 3.18865e+06, 4.498e+09, 
588000, 3.19408e+06, 4.498e+09, 
589000, 3.19951e+06, 4.498e+09, 
590000, 3.20494e+06, 4.498e+09, 
591000, 3.21037e+06, 4.498e+09, 
592000, 3.21581e+06, 4.498e+09, 
593000, 3.22124e+06, 4.498e+09, 
594000, 3.22667e+06, 4.498e+09, 
595000, 3.2321e+06, 4.498e+09, 
596000, 3.23753e+06, 4.498e+09, 
597000, 3.24297e+06, 4.498e+09, 
598000, 3.2484e+06, 4.498e+09, 
599000, 3.25383e+06, 4.498e+09, 
600000, 3.25926e+06, 4.498e+09, 
601000, 3.2647e+06, 4.498e+09, 
602000, 3.27013e+06, 4.498e+09, 
603000, 3.27556e+06, 4.498e+09, 
604000, 3.28099e+06, 4.498e+09, 
605000, 3.28642e+06, 4.498e+09, 
606000, 3.29186e+06, 4.498e+09, 
607000, 3.29729e+06, 4.498e+09, 
608000, 3.30272e+06, 4.498e+09, 
609000, 3.30815e+06, 4.498e+09, 
610000, 3.31358e+06, 4.498e+09, 
611000, 3.31902e+06, 4.498e+09, 
612000, 3.32445e+06, 4.498e+09, 
613000, 3.32988e+06, 4.498e+09, 
614000, 3.33531e+06, 4.498e+09, 
615000, 3.34074e+06, 4.498e+09, 
616000, 3.34618e+06, 4.498e+09, 
617000, 3.35161e+06, 4.498e+09, 
618000, 3.35704e+06, 4.498e+09, 
619000, 3.36247e+06, 4.498e+09, 
620000, 3.36791e+06, 4.498e+09, 
621000, 3.37334e+06, 4.498e+09, 
622000, 3.37877e+06, 4.498e+09, 
623000, 3.3842e+06, 4.498e+09, 
624000, 3.38963e+06, 4.498e+09, 
625000, 3.39507e+06, 4.498e+09, 
626000, 3.4005e+06, 4.498e+09, 
627000, 3.40593e+06, 4.498e+09, 
628000, 3.41136e+06, 4.498e+09, 
629000, 3.41679e+06, 4.498e+09, 
630000, 3.42223e+06, 4.498e+09, 
631000, 3.42766e+06, 4.498e+09, 
632000, 3.43309e+06, 4.498e+09, 
633000, 3.43852e+06, 4.498e+09, 
634000, 3.44395e+06, 4.498e+09, 
635000, 3.44939e+06, 4.498e+09, 
636000, 3.45482e+06, 4.498e+09, 
637000, 3.46025e+06, 4.498e+09, 
638000, 3.46568e+06, 4.498e+09, 
639000, 3.47112e+06, 4.498e+09, 
640000, 3.47655e+06, 4.498e+09, 
641000, 3.48198e+06, 4.498e+09, 
642000, 3.48741e+06, 4.498e+09, 
643000, 3.49284e+06, 4.498e+09, 
644000, 3.49828e+06, 4.498e+09, 
645000, 3.50371e+06, 4.498e+09, 
646000, 3.50914e+06, 4.498e+09, 
647000, 3.51457e+06, 4.498e+09, 
648000, 3.52e+06, 4.498e+09, 
649000, 3.52544e+06, 4.498e+09, 
650000, 3.53087e+06, 4.498e+09, 
651000, 3.5363e+06, 4.498e+09, 
652000, 3.54173e+06, 4.498e+09, 
653000, 3.54716e+06, 4.498e+09, 
654000, 3.5526e+06, 4.498e+09, 
655000, 3.55803e+06, 4.498e+09, 
656000, 3.56346e+06, 4.498e+09, 
657000, 3.56889e+06, 4.498e+09, 
658000, 3.57433e+06, 4.498e+09, 
659000, 3.57976e+06, 4.498e+09, 
660000, 3.58519e+06, 4.498e+09, 
661000, 3.59062e+06, 4.498e+09, 
662000, 3.59605e+06, 4.498e+09, 
663000, 3.60149e+06, 4.498e+09, 
664000, 3.60692e+06, 4.498e+09, 
665000, 3.61235e+06, 4.498e+09, 
666000, 3.61778e+06, 4.498e+09, 
667000, 3.62321e+06, 4.498e+09, 
668000, 3.62865e+06, 4.498e+09, 
669000, 3.63408e+06, 4.498e+09, 
670000, 3.63951e+06, 4.498e+09, 
671000, 3.64494e+06, 4.498e+09, 
672000, 3.65037e+06, 4.498e+09, 
673000, 3.65581e+06, 4.498e+09, 
674000, 3.66124e+06, 4.498e+09, 
675000, 3.66667e+06, 4.498e+09, 
